descripcion,decision,equipo,estadio,arbitro
Minuto 88: Bruno Fernandes protagoniza una jugada polémica en Anfield entre River Plate.,Offside,Manchester United,Libertadores de América,Darío Herrera
Minuto 1: Alan Velasco protagoniza una jugada polémica en Libertadores de América entre Manchester City.,Roja,Manchester City,Monumental,Facundo Tello
Minuto 21: Edinson Cavani protagoniza una jugada polémica en Old Trafford entre Manchester City.,Offside,Liverpool,Old Trafford,Wilton Sampaio
Minuto 68: Erling Haaland protagoniza una jugada polémica en Monumental entre Liverpool.,No penal,Liverpool,Old Trafford,Facundo Tello
Minuto 23: Julián Álvarez protagoniza una jugada polémica en Etihad entre Manchester City.,Offside,Boca Juniors,Anfield,Fernando Rapallini
Minuto 55: Alan Velasco protagoniza una jugada polémica en Etihad entre Liverpool.,Amarilla,Boca Juniors,Monumental,Facundo Tello
Minuto 58: Julián Álvarez protagoniza una jugada polémica en Monumental entre Manchester City.,Roja,River Plate,Libertadores de América,Wilton Sampaio
Minuto 35: Alan Velasco protagoniza una jugada polémica en Monumental entre Independiente.,Roja,Boca Juniors,Monumental,Michael Oliver
Minuto 87: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre River Plate.,Offside,Independiente,Monumental,Anthony Taylor
Minuto 37: Erling Haaland protagoniza una jugada polémica en Libertadores de América entre Liverpool.,Offside,Manchester City,Monumental,Anthony Taylor
Minuto 66: Erling Haaland protagoniza una jugada polémica en Libertadores de América entre Liverpool.,Gol anulado,Independiente,Libertadores de América,Darío Herrera
Minuto 33: Alan Velasco protagoniza una jugada polémica en Monumental entre Independiente.,Penal,Boca Juniors,Old Trafford,Darío Herrera
Minuto 10: Bruno Fernandes protagoniza una jugada polémica en Old Trafford entre Liverpool.,Gol anulado,River Plate,Bombonera,Michael Oliver
Minuto 11: Alan Velasco protagoniza una jugada polémica en Libertadores de América entre Manchester United.,Amarilla,Independiente,Anfield,Wilton Sampaio
Minuto 9: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre River Plate.,Penal,Manchester United,Bombonera,Facundo Tello
Minuto 65: Erling Haaland protagoniza una jugada polémica en Bombonera entre Boca Juniors.,Penal,Manchester City,Libertadores de América,Fernando Rapallini
Minuto 34: Erling Haaland protagoniza una jugada polémica en Etihad entre River Plate.,Roja,Manchester City,Etihad,Facundo Tello
Minuto 17: Erling Haaland protagoniza una jugada polémica en Etihad entre Boca Juniors.,Gol válido,Manchester United,Bombonera,Fernando Rapallini
Minuto 53: Julián Álvarez protagoniza una jugada polémica en Monumental entre Independiente.,Gol válido,Manchester United,Monumental,Wilton Sampaio
Minuto 3: Erling Haaland protagoniza una jugada polémica en Etihad entre Manchester United.,Gol anulado,Liverpool,Monumental,Darío Herrera
Minuto 28: Julián Álvarez protagoniza una jugada polémica en Monumental entre Manchester City.,Gol válido,Independiente,Monumental,Wilton Sampaio
Minuto 51: Alan Velasco protagoniza una jugada polémica en Monumental entre Independiente.,Roja,Manchester United,Old Trafford,Facundo Tello
Minuto 41: Erling Haaland protagoniza una jugada polémica en Old Trafford entre Manchester United.,Roja,Independiente,Libertadores de América,Fernando Rapallini
Minuto 18: Enzo Pérez protagoniza una jugada polémica en Bombonera entre Independiente.,Amarilla,Liverpool,Monumental,Michael Oliver
Minuto 79: Bruno Fernandes protagoniza una jugada polémica en Anfield entre River Plate.,Gol válido,Manchester City,Bombonera,Facundo Tello
Minuto 77: Erling Haaland protagoniza una jugada polémica en Libertadores de América entre Liverpool.,Roja,Manchester United,Bombonera,Anthony Taylor
Minuto 67: Enzo Pérez protagoniza una jugada polémica en Old Trafford entre Independiente.,Amarilla,Manchester United,Libertadores de América,Michael Oliver
Minuto 60: Bruno Fernandes protagoniza una jugada polémica en Old Trafford entre Boca Juniors.,Offside,Manchester United,Old Trafford,Darío Herrera
Minuto 2: Alan Velasco protagoniza una jugada polémica en Monumental entre River Plate.,No penal,Liverpool,Bombonera,Anthony Taylor
Minuto 79: Julián Álvarez protagoniza una jugada polémica en Anfield entre River Plate.,Gol anulado,Boca Juniors,Etihad,Anthony Taylor
Minuto 62: Edinson Cavani protagoniza una jugada polémica en Anfield entre River Plate.,Penal,Manchester City,Old Trafford,Michael Oliver
Minuto 29: Enzo Pérez protagoniza una jugada polémica en Anfield entre River Plate.,Offside,Liverpool,Libertadores de América,Anthony Taylor
Minuto 58: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Manchester City.,Gol anulado,Liverpool,Bombonera,Anthony Taylor
Minuto 86: Alan Velasco protagoniza una jugada polémica en Bombonera entre Liverpool.,Gol anulado,Manchester City,Etihad,Wilton Sampaio
Minuto 54: Enzo Pérez protagoniza una jugada polémica en Monumental entre Manchester City.,Penal,Boca Juniors,Libertadores de América,Darío Herrera
Minuto 76: Edinson Cavani protagoniza una jugada polémica en Anfield entre Manchester United.,Offside,River Plate,Bombonera,Facundo Tello
Minuto 50: Bruno Fernandes protagoniza una jugada polémica en Old Trafford entre Boca Juniors.,Offside,Boca Juniors,Libertadores de América,Fernando Rapallini
Minuto 62: Alan Velasco protagoniza una jugada polémica en Monumental entre Manchester United.,Amarilla,Manchester United,Libertadores de América,Anthony Taylor
Minuto 1: Alan Velasco protagoniza una jugada polémica en Etihad entre Liverpool.,Roja,Boca Juniors,Libertadores de América,Anthony Taylor
Minuto 27: Bruno Fernandes protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Offside,Manchester City,Anfield,Darío Herrera
Minuto 88: Bruno Fernandes protagoniza una jugada polémica en Bombonera entre Manchester City.,No penal,Liverpool,Monumental,Michael Oliver
Minuto 8: Julián Álvarez protagoniza una jugada polémica en Etihad entre Independiente.,Amarilla,Manchester City,Etihad,Wilton Sampaio
Minuto 79: Erling Haaland protagoniza una jugada polémica en Anfield entre Independiente.,Gol anulado,Independiente,Monumental,Darío Herrera
Minuto 59: Erling Haaland protagoniza una jugada polémica en Etihad entre Independiente.,Gol anulado,Boca Juniors,Old Trafford,Fernando Rapallini
Minuto 54: Erling Haaland protagoniza una jugada polémica en Libertadores de América entre Manchester United.,No penal,Liverpool,Old Trafford,Anthony Taylor
Minuto 31: Enzo Pérez protagoniza una jugada polémica en Etihad entre Boca Juniors.,Penal,Manchester City,Old Trafford,Wilton Sampaio
Minuto 15: Erling Haaland protagoniza una jugada polémica en Etihad entre River Plate.,Penal,Liverpool,Old Trafford,Wilton Sampaio
Minuto 21: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Manchester United.,Amarilla,Liverpool,Etihad,Wilton Sampaio
Minuto 86: Alan Velasco protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Gol válido,Liverpool,Old Trafford,Facundo Tello
Minuto 3: Erling Haaland protagoniza una jugada polémica en Etihad entre Manchester City.,Gol anulado,Manchester United,Monumental,Michael Oliver
Minuto 61: Erling Haaland protagoniza una jugada polémica en Old Trafford entre Manchester United.,Gol anulado,Boca Juniors,Etihad,Wilton Sampaio
Minuto 25: Bruno Fernandes protagoniza una jugada polémica en Old Trafford entre Manchester United.,Amarilla,Boca Juniors,Anfield,Anthony Taylor
Minuto 63: Enzo Pérez protagoniza una jugada polémica en Etihad entre Manchester United.,Roja,Liverpool,Bombonera,Michael Oliver
Minuto 42: Bruno Fernandes protagoniza una jugada polémica en Libertadores de América entre River Plate.,Amarilla,Manchester United,Old Trafford,Anthony Taylor
Minuto 18: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Offside,Manchester United,Etihad,Michael Oliver
Minuto 5: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre River Plate.,Gol válido,Independiente,Bombonera,Darío Herrera
Minuto 83: Julián Álvarez protagoniza una jugada polémica en Anfield entre River Plate.,Offside,Liverpool,Libertadores de América,Darío Herrera
Minuto 47: Julián Álvarez protagoniza una jugada polémica en Etihad entre Independiente.,Amarilla,Boca Juniors,Anfield,Facundo Tello
Minuto 33: Enzo Pérez protagoniza una jugada polémica en Old Trafford entre Liverpool.,Amarilla,Liverpool,Libertadores de América,Darío Herrera
Minuto 3: Bruno Fernandes protagoniza una jugada polémica en Bombonera entre Independiente.,Roja,Manchester City,Bombonera,Anthony Taylor
Minuto 49: Alan Velasco protagoniza una jugada polémica en Bombonera entre Liverpool.,Amarilla,Boca Juniors,Old Trafford,Michael Oliver
Minuto 40: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Liverpool.,Roja,Boca Juniors,Libertadores de América,Fernando Rapallini
Minuto 84: Bruno Fernandes protagoniza una jugada polémica en Libertadores de América entre Independiente.,Penal,Manchester City,Old Trafford,Wilton Sampaio
Minuto 53: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Manchester United.,No penal,Manchester City,Bombonera,Fernando Rapallini
Minuto 57: Erling Haaland protagoniza una jugada polémica en Libertadores de América entre Independiente.,No penal,Liverpool,Etihad,Michael Oliver
Minuto 49: Julián Álvarez protagoniza una jugada polémica en Bombonera entre Independiente.,Roja,Manchester United,Libertadores de América,Wilton Sampaio
Minuto 50: Bruno Fernandes protagoniza una jugada polémica en Bombonera entre Boca Juniors.,Penal,Liverpool,Bombonera,Darío Herrera
Minuto 88: Edinson Cavani protagoniza una jugada polémica en Anfield entre Manchester City.,No penal,Manchester United,Etihad,Darío Herrera
Minuto 40: Bruno Fernandes protagoniza una jugada polémica en Old Trafford entre Independiente.,Roja,Independiente,Anfield,Facundo Tello
Minuto 39: Bruno Fernandes protagoniza una jugada polémica en Monumental entre Liverpool.,Roja,Manchester City,Anfield,Anthony Taylor
Minuto 26: Alan Velasco protagoniza una jugada polémica en Anfield entre Boca Juniors.,Amarilla,Independiente,Bombonera,Wilton Sampaio
Minuto 46: Alan Velasco protagoniza una jugada polémica en Etihad entre Independiente.,Gol anulado,Independiente,Old Trafford,Michael Oliver
Minuto 60: Alan Velasco protagoniza una jugada polémica en Monumental entre River Plate.,Offside,Boca Juniors,Monumental,Facundo Tello
Minuto 53: Edinson Cavani protagoniza una jugada polémica en Monumental entre Independiente.,Roja,River Plate,Bombonera,Wilton Sampaio
Minuto 76: Julián Álvarez protagoniza una jugada polémica en Bombonera entre Manchester City.,Gol válido,River Plate,Anfield,Facundo Tello
Minuto 85: Edinson Cavani protagoniza una jugada polémica en Etihad entre River Plate.,Offside,Liverpool,Anfield,Darío Herrera
Minuto 83: Bruno Fernandes protagoniza una jugada polémica en Monumental entre Manchester United.,Gol anulado,Liverpool,Old Trafford,Fernando Rapallini
Minuto 62: Erling Haaland protagoniza una jugada polémica en Etihad entre River Plate.,Gol válido,Manchester City,Libertadores de América,Wilton Sampaio
Minuto 77: Julián Álvarez protagoniza una jugada polémica en Anfield entre Boca Juniors.,Amarilla,Independiente,Anfield,Michael Oliver
Minuto 39: Julián Álvarez protagoniza una jugada polémica en Etihad entre Manchester United.,Amarilla,Independiente,Anfield,Anthony Taylor
Minuto 67: Bruno Fernandes protagoniza una jugada polémica en Old Trafford entre Manchester City.,Amarilla,Boca Juniors,Libertadores de América,Anthony Taylor
Minuto 38: Alan Velasco protagoniza una jugada polémica en Monumental entre Independiente.,Amarilla,Manchester United,Bombonera,Wilton Sampaio
Minuto 59: Bruno Fernandes protagoniza una jugada polémica en Monumental entre Manchester United.,Offside,Manchester City,Etihad,Darío Herrera
Minuto 52: Julián Álvarez protagoniza una jugada polémica en Monumental entre Independiente.,Roja,Boca Juniors,Anfield,Darío Herrera
Minuto 4: Erling Haaland protagoniza una jugada polémica en Etihad entre Boca Juniors.,Gol anulado,River Plate,Anfield,Michael Oliver
Minuto 77: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Liverpool.,Gol válido,River Plate,Etihad,Fernando Rapallini
Minuto 24: Edinson Cavani protagoniza una jugada polémica en Bombonera entre Manchester United.,Roja,Independiente,Old Trafford,Facundo Tello
Minuto 59: Erling Haaland protagoniza una jugada polémica en Etihad entre River Plate.,No penal,River Plate,Etihad,Facundo Tello
Minuto 82: Julián Álvarez protagoniza una jugada polémica en Libertadores de América entre Manchester City.,Gol anulado,Manchester City,Libertadores de América,Darío Herrera
Minuto 82: Erling Haaland protagoniza una jugada polémica en Old Trafford entre Manchester City.,Amarilla,Manchester City,Monumental,Wilton Sampaio
Minuto 15: Julián Álvarez protagoniza una jugada polémica en Anfield entre Boca Juniors.,No penal,Manchester City,Anfield,Darío Herrera
Minuto 33: Julián Álvarez protagoniza una jugada polémica en Anfield entre River Plate.,Amarilla,River Plate,Anfield,Wilton Sampaio
Minuto 75: Edinson Cavani protagoniza una jugada polémica en Monumental entre Liverpool.,Gol válido,Manchester City,Libertadores de América,Fernando Rapallini
Minuto 57: Enzo Pérez protagoniza una jugada polémica en Libertadores de América entre Liverpool.,Gol válido,Manchester United,Bombonera,Darío Herrera
Minuto 11: Enzo Pérez protagoniza una jugada polémica en Monumental entre River Plate.,Gol anulado,Manchester City,Etihad,Anthony Taylor
Minuto 40: Alan Velasco protagoniza una jugada polémica en Libertadores de América entre Boca Juniors.,Amarilla,Manchester City,Etihad,Wilton Sampaio
Minuto 54: Julián Álvarez protagoniza una jugada polémica en Monumental entre Manchester United.,Penal,Manchester United,Monumental,Anthony Taylor
Minuto 66: Enzo Pérez protagoniza una jugada polémica en Anfield entre Manchester United.,Gol válido,Independiente,Old Trafford,Darío Herrera
Minuto 28: Edinson Cavani protagoniza una jugada polémica en Libertadores de América entre Manchester City.,Penal,Liverpool,Anfield,Darío Herrera
Minuto 90: Julián Álvarez protagoniza una jugada polémica en Old Trafford entre Liverpool.,Gol anulado,Manchester City,Anfield,Facundo Tello
Minuto 32: Julián Álvarez protagoniza una jugada polémica en Monumental entre Liverpool.,Offside,Liverpool,Libertadores de América,Wilton Sampaio
Minuto 58: Bruno Fernandes protagoniza una jugada polémica en Old Trafford entre Independiente.,Penal,Liverpool,Monumental,Facundo Tello
Minuto 82: Julián Álvarez protagoniza una jugada polémica en Anfield entre Boca Juniors.,No penal,Independiente,Anfield,Wilton Sampaio
Minuto 9: Bruno Fernandes protagoniza una jugada polémica en Libertadores de América entre Manchester City.,Gol válido,Boca Juniors,Old Trafford,Facundo Tello
